time/episodes,rollout/ep_rew_mean,train/learning_rate,rollout/exploration_rate,time/fps,time/total_timesteps,train/loss,time/time_elapsed,train/n_updates,rollout/ep_len_mean
4,-262.09455875,0.00063,0.9930999999999998,283,368,1.1652982234954834,1,364,92.0
8,-262.68811774999995,0.00063,0.9856187499999999,294,767,1.4775224030017853,2,764,95.875
12,-221.44152258333335,0.00063,0.9791312499999998,296,1113,1.6034699082374573,3,1112,92.75
16,-233.43521624999997,0.00063,0.9719125,299,1498,1.372320368885994,5,1496,93.625
20,-240.80013744999997,0.00063,0.9641312499999999,299,1913,0.9351188093423843,6,1912,95.65
24,-245.14843325,0.00063,0.9568375000000003,300,2302,0.6550322100520134,7,2300,95.91666666666667
28,-252.52953114285714,0.00063,0.94954375,299,2691,0.8731389790773392,8,2688,96.10714285714286
32,-240.90053796875,0.00063,0.9433375000000002,297,3022,1.1854838281869888,10,3020,94.4375
36,-232.27428716666665,0.00063,0.9366624999999997,294,3378,0.9486624002456665,11,3376,93.83333333333333
40,-227.20753222499997,0.00063,0.9288625000000003,292,3794,1.7352388948202133,12,3792,94.85
44,-228.65673779545452,0.00063,0.9199187499999999,291,4271,1.7314047068357468,14,4268,97.06818181818181
48,-221.40652635416666,0.00063,0.9122874999999999,290,4678,2.3682311177253723,16,4676,97.45833333333333
52,-220.3688432307692,0.00063,0.9043937499999998,288,5099,2.2385541200637817,17,5096,98.0576923076923
56,-216.8906361607143,0.00063,0.8976249999999997,288,5460,2.0695848912000656,18,5456,97.5
60,-206.7454730166667,0.00063,0.8902562499999996,288,5853,4.13269904255867,20,5852,97.55
64,-200.25376407812502,0.00063,0.8834312499999999,288,6217,3.2575432509183884,21,6216,97.140625
68,-195.98769997058827,0.00063,0.8766999999999999,289,6576,3.1993700563907623,22,6572,96.70588235294117
72,-192.66016872222224,0.00063,0.8705125000000002,287,6906,2.195932060480118,23,6904,95.91666666666667
76,-191.75241063157895,0.00063,0.8627124999999999,287,7322,3.3846071362495422,25,7320,96.34210526315789
80,-190.94605377500002,0.00063,0.8560937499999998,288,7675,1.1528974026441574,26,7672,95.9375
84,-187.35753488095241,0.00063,0.8495125,288,8026,0.8452515602111816,27,8024,95.54761904761905
88,-186.8902924318182,0.00063,0.8428937499999999,288,8379,1.4635981321334839,29,8376,95.2159090909091
92,-184.25857846739132,0.00063,0.8357499999999998,289,8760,3.4029334485530853,30,8756,95.21739130434783
96,-181.44052561458338,0.00063,0.8293375000000003,289,9102,1.2342215478420258,31,9100,94.8125
100,-180.96471923000004,0.00063,0.8218,286,9504,3.046186923980713,33,9500,95.04
104,-176.18336026000006,0.00063,0.8156499999999997,284,9832,3.0564854592084885,34,9828,94.64
108,-171.74556043999996,0.00063,0.8090875,284,10182,3.7168653309345245,35,10180,94.15
112,-170.12830850999998,0.00063,0.8025624999999996,284,10530,5.127016365528107,37,10528,94.17
116,-163.25223533,0.00063,0.79639375,284,10859,2.9572330713272095,38,10856,93.61
120,-156.02791513,0.00063,0.7887625,283,11266,3.6233324706554413,39,11264,93.53
124,-149.28559105,0.00063,0.7823312500000004,283,11609,1.9299473464488983,40,11608,93.07
128,-143.16432567,0.00063,0.77453125,283,12025,1.5357835590839386,42,12024,93.34
132,-141.59531441,0.00063,0.7673125000000003,283,12410,1.4075017869472504,43,12408,93.88
136,-139.9593333,0.00063,0.7603562499999996,283,12781,2.961242377758026,45,12780,94.03
140,-135.89975412,0.00063,0.7530062499999998,283,13173,2.330594301223755,46,13172,93.79
144,-128.72921708,0.00063,0.7455625000000001,283,13570,1.8521051704883575,47,13568,92.99
148,-127.33163519000001,0.00063,0.739075,283,13916,2.336962401866913,49,13912,92.38
152,-122.63747756999999,0.00063,0.7324750000000001,283,14268,3.372392311692238,50,14264,91.69
156,-121.84796297000001,0.00063,0.7257250000000001,283,14628,3.2055425941944122,51,14624,91.68
160,-122.16377339,0.00063,0.71809375,283,15035,1.943205714225769,53,15032,91.82
164,-122.17591297999999,0.00063,0.71149375,283,15387,5.177278220653534,54,15384,91.7
168,-121.61758199000002,0.00063,0.7050062500000001,284,15733,3.9750167429447174,55,15732,91.57
172,-120.66573412,0.00063,0.6982374999999998,284,16094,1.3299942016601562,56,16092,91.88
176,-118.86963075000001,0.00063,0.6907000000000004,284,16496,4.281596928834915,58,16492,91.74
180,-115.54138696000001,0.00063,0.6833499999999997,284,16888,2.406380772590637,59,16884,92.13
184,-114.45764828999997,0.00063,0.6766374999999999,283,17246,2.7328320741653442,60,17244,92.2
188,-111.99093672999997,0.00063,0.67005625,284,17597,2.3077691197395325,61,17596,92.18
192,-110.48884653999998,0.00063,0.66319375,284,17963,1.966690182685852,63,17960,92.03
196,-110.04978168,0.00063,0.6568562500000001,284,18301,3.7124238908290863,64,18300,91.99
200,-106.01113152000002,0.00063,0.6497687499999996,284,18679,2.0245470106601715,65,18676,91.75
204,-103.82842255,0.00063,0.6429812500000001,284,19041,1.891171395778656,66,19040,92.09
208,-103.64446690000001,0.00063,0.6363437499999998,285,19395,3.9984385669231415,68,19392,92.13
212,-102.35104413000003,0.00063,0.6293124999999995,285,19770,3.5906091034412384,69,19768,92.4
216,-102.60937716999997,0.00063,0.6220375000000002,285,20158,2.8040504157543182,70,20156,92.99
220,-101.98182701000002,0.00063,0.61463125,285,20553,4.223695248365402,72,20552,92.87
224,-99.76789446999999,0.00063,0.6070937499999998,283,20955,2.0626115202903748,74,20952,93.46
228,-96.59373670999999,0.00063,0.5993499999999998,283,21368,4.215603768825531,75,21364,93.43
232,-97.51953255999999,0.00063,0.5914562499999997,282,21789,2.2003649473190308,77,21788,93.79
236,-97.27487993999999,0.00063,0.5843124999999996,282,22170,3.6932631731033325,78,22168,93.89
240,-97.43114325000002,0.00063,0.57611875,281,22607,2.4758931398391724,80,22604,94.34
244,-99.44231580000002,0.00063,0.5685999999999999,281,23008,4.555688887834549,81,23004,94.38
248,-98.22251230999998,0.00063,0.5606125,281,23434,2.3002423644065857,83,23432,95.18
252,-97.73444964999999,0.00063,0.5504312499999999,281,23977,5.8946917951107025,85,23976,97.09
256,-94.29140162999998,0.00063,0.5421062500000002,280,24421,1.5436117351055145,86,24420,97.93
260,-93.73546433,0.00063,0.5348687499999996,280,24807,2.6801112294197083,88,24804,97.72
264,-91.43850361000001,0.00063,0.5253437500000004,280,25315,2.5876852571964264,90,25312,99.28
268,-91.97918954999997,0.00063,0.5174125,280,25738,1.707884207367897,91,25736,100.05
272,-91.22270616,0.00063,0.5046250000000003,280,26420,1.710588127374649,94,26416,103.26
276,-88.96630170999998,0.00063,0.49555000000000005,280,26904,1.574870616197586,95,26900,104.08
280,-88.08065407999999,0.00063,0.4872062500000004,280,27349,3.1272494196891785,97,27348,104.61
284,-86.79377102000001,0.00063,0.47831875000000046,280,27823,1.2701383829116821,99,27820,105.77
288,-84.37241053,0.00063,0.46185624999999997,280,28701,3.2765524089336395,102,28700,111.04
292,-82.26898688,0.00063,0.4487124999999996,280,29402,3.0227224826812744,104,29400,114.39
296,-79.21286103,0.00063,0.43954374999999946,280,29891,1.509215697646141,106,29888,115.9
300,-76.66017323,0.00063,0.4295312499999997,280,30425,1.3044288456439972,108,30424,117.46
304,-74.78644264,0.00063,0.4202874999999999,280,30918,1.5686931312084198,110,30916,118.77
308,-70.30378995999999,0.00063,0.4099562499999998,279,31469,2.4639630019664764,112,31468,120.74
312,-71.10413989000001,0.00063,0.39985000000000015,279,32008,2.44977405667305,114,32004,122.38
316,-67.39641625,0.00063,0.3892374999999997,280,32574,3.269094318151474,116,32572,124.16
320,-64.08906435999998,0.00063,0.37896249999999976,279,33122,3.368053287267685,118,33120,125.69
324,-65.87052886,0.00063,0.36763749999999973,279,33726,2.1840261816978455,120,33724,127.71
328,-69.84664653,0.00063,0.3473124999999998,279,34810,2.81807017326355,124,34808,134.42
332,-70.75797419,0.00063,0.3263124999999997,279,35930,2.739663302898407,128,35928,141.41
336,-71.32829777,0.00063,0.29327499999999973,279,37692,4.049373149871826,134,37688,155.22
340,-73.55985215000001,0.00063,0.27503125000000006,279,38665,1.885140299797058,138,38664,160.58
344,-76.11160396999999,0.00063,0.2557562499999996,278,39693,3.8246564269065857,142,39692,166.85
348,-79.89485063,0.00063,0.24137500000000023,278,40460,3.780890703201294,145,40456,170.26
352,-84.32343582,0.00063,0.2243312500000002,278,41369,2.2466052174568176,148,41368,173.92
356,-90.42394068,0.00063,0.18893124999999966,278,43257,2.218064457178116,155,43256,188.36
360,-91.2239848,0.00063,0.1599437499999996,278,44803,3.282431334257126,161,44800,199.96
364,-95.98325718,0.00063,0.13491249999999977,278,46138,4.608573377132416,165,46136,208.23
368,-98.40921696000001,0.00063,0.10551250000000023,278,47706,2.6332187056541443,171,47704,219.68
372,-102.72736780000001,0.00063,0.1,278,50246,1.7263504564762115,180,50244,238.26
376,-107.17834124,0.00063,0.1,278,52695,1.909597098827362,189,52692,257.91
380,-113.03240068,0.00063,0.1,278,54084,1.9149750918149948,194,54080,267.35
384,-117.55666916,0.00063,0.1,278,55428,2.9578245282173157,199,55424,276.05
388,-118.24680294,0.00063,0.1,278,58541,2.8229057490825653,210,58540,298.4
392,-120.43294496,0.00063,0.1,278,60398,2.9686605036258698,216,60396,309.96
396,-119.70383731,0.00063,0.1,278,62778,2.317980483174324,225,62776,328.87
400,-120.31462703,0.00063,0.1,278,63997,1.7853473126888275,229,63996,335.72
404,-119.65754949000001,0.00063,0.1,279,66320,1.4673609733581543,237,66316,354.02
408,-116.43243278,0.00063,0.1,279,69619,2.3209084421396255,248,69616,381.5
412,-114.19474521000001,0.00063,0.1,279,72214,1.9413913488388062,258,72212,402.06
416,-110.95194029,0.00063,0.1,279,75465,3.722100555896759,269,75464,428.91
420,-112.42622082999998,0.00063,0.1,279,78694,2.165637254714966,282,78692,455.72
424,-106.30238125999999,0.00063,0.1,279,82694,2.01181098818779,296,82692,489.68
428,-98.27825552999998,0.00063,0.1,279,86538,1.43895323574543,309,86536,517.28
432,-98.79439812999999,0.00063,0.1,279,87628,2.1106891334056854,313,87624,516.98
436,-95.89594853999998,0.00063,0.1,279,88861,1.4214702099561691,317,88860,511.69
440,-88.34789053999997,0.00063,0.1,279,90275,1.0764873325824738,322,90272,516.1
444,-80.75985219999998,0.00063,0.1,279,91756,1.5381535291671753,328,91752,520.63
448,-72.60492948,0.00063,0.1,279,93931,1.0653917789459229,335,93928,534.71
452,-67.36831761999998,0.00063,0.1,279,95998,1.2691918164491653,343,95996,546.29
456,-59.54989885,0.00063,0.1,279,96470,2.485281080007553,344,96468,532.13
460,-56.88359382999999,0.00063,0.1,279,97153,1.1423152089118958,347,97152,523.5
464,-48.28162430999999,0.00063,0.1,279,98034,1.335135281085968,350,98032,518.96
468,-41.36234565000001,0.00063,0.1,279,99367,1.0962293148040771,354,99364,516.61
472,-34.51255763,0.00063,0.1,280,100249,1.632960706949234,357,100248,500.03
476,-24.676534770000004,0.00063,0.1,280,101281,1.3368255645036697,361,101280,485.86
480,-9.14175602,0.00063,0.1,280,103991,2.0921076238155365,370,103988,499.07
484,-3.6275380200000007,0.00063,0.1,280,105312,1.818795531988144,375,105308,498.84
488,-0.22326006999999998,0.00063,0.1,280,106649,1.147093504667282,380,106648,481.08
492,2.2568625000000004,0.00063,0.1,280,107406,1.63467139005661,382,107404,470.08
496,0.8424840700000013,0.00063,0.1,280,107889,1.449272409081459,384,107888,451.11
500,-0.08677310000000003,0.00063,0.1,280,109235,1.286379337310791,389,109232,452.38
504,0.6531157699999995,0.00063,0.1,280,110631,1.5607281923294067,394,110628,443.11
508,-3.45051106,0.00063,0.1,280,111831,2.060824066400528,398,111828,422.12
512,0.17790923999999933,0.00063,0.1,280,114225,1.0259912610054016,407,114224,420.11
516,3.8000473899999987,0.00063,0.1,280,117290,1.3332646042108536,418,117288,418.25
520,10.31540664,0.00063,0.1,280,120035,1.2325595319271088,427,120032,413.41
524,6.21147818,0.00063,0.1,281,122836,1.2950254529714584,436,122832,401.42
528,-1.3592825400000004,0.00063,0.1,281,124995,0.7561811357736588,444,124992,384.57
532,-1.6699606900000001,0.00063,0.1,281,126782,1.5602486282587051,450,126780,391.54
536,-5.413045990000001,0.00063,0.1,281,128397,1.2189280092716217,455,128396,395.36
540,-12.180435550000002,0.00063,0.1,281,131742,1.0224109292030334,467,131740,414.67
544,-9.488278860000003,0.00063,0.1,281,134384,1.3350922614336014,476,134380,426.28
548,-3.1265367900000025,0.00063,0.1,281,136787,0.9273863583803177,485,136784,428.56
552,1.9108091499999986,0.00063,0.1,281,138713,1.3225061148405075,492,138712,427.15
556,2.4200772799999988,0.00063,0.1,281,140268,1.2087683081626892,497,140264,437.98
560,10.460814509999999,0.00063,0.1,281,143499,0.9722909182310104,509,143496,463.46
564,12.95783153,0.00063,0.1,281,146390,0.8786533400416374,519,146388,483.56
568,16.276048409999998,0.00063,0.1,281,149537,1.4949836432933807,530,149536,501.7
572,20.283880749999998,0.00063,0.1,281,151585,1.0494238585233688,538,151584,513.36
576,27.183726800000002,0.00063,0.1,281,153768,0.5716115385293961,545,153764,524.87
580,23.730746479999997,0.00063,0.1,281,155514,0.9148411303758621,551,155512,515.23
584,32.24437648999999,0.00063,0.1,281,158453,0.731429859995842,562,158452,531.41
588,34.42606874,0.00063,0.1,281,160675,0.8048476278781891,570,160672,540.26
592,37.01780823,0.00063,0.1,281,161935,0.5954100713133812,574,161932,545.29
596,40.035271810000005,0.00063,0.1,281,164259,0.5071022436022758,582,164256,563.7
600,44.94929998,0.00063,0.1,281,166085,0.8215819001197815,588,166084,568.5
604,48.816780309999984,0.00063,0.1,282,167901,0.6107808351516724,595,167900,572.7
608,52.239375179999996,0.00063,0.1,282,169238,0.6745718941092491,599,169236,574.07
612,52.57682384,0.00063,0.1,282,170457,0.776691660284996,604,170456,562.32
616,51.32279868,0.00063,0.1,282,173361,0.6167749315500259,614,173360,560.71
620,49.493924150000005,0.00063,0.1,282,175399,0.5772414803504944,621,175396,553.64
624,55.72534784,0.00063,0.1,282,176619,1.2076511457562447,625,176616,537.83
628,65.78300357,0.00063,0.1,282,177948,0.7798074707388878,630,177944,529.53
632,78.31117305000001,0.00063,0.1,282,180768,0.6246512457728386,640,180764,539.86
636,85.61756989,0.00063,0.1,282,182240,0.7176996544003487,645,182236,538.43
640,89.80424347,0.00063,0.1,282,182683,0.8548921123147011,646,182680,509.41
644,86.77556673000001,0.00063,0.1,282,184099,0.4303266517817974,652,184096,497.15
648,78.1233766,0.00063,0.1,282,184451,0.7200841084122658,653,184448,476.64
652,74.22645298999998,0.00063,0.1,282,184883,0.5726203843951225,655,184880,461.7
656,73.30474613999999,0.00063,0.1,282,185303,0.8567920029163361,656,185300,450.35
660,64.62460629,0.00063,0.1,282,185685,0.9724332168698311,657,185684,421.86
664,58.38133151999998,0.00063,0.1,282,186068,0.7933889478445053,659,186064,396.78
668,54.27955321000001,0.00063,0.1,282,186493,1.010663002729416,660,186492,369.56
672,50.11876277000001,0.00063,0.1,282,186906,0.6215694174170494,661,186904,353.21
676,37.89161775,0.00063,0.1,282,187285,0.4281795471906662,663,187284,335.17
680,33.8523605,0.00063,0.1,282,187785,0.5860761627554893,664,187784,322.71
684,26.163399160000008,0.00063,0.1,282,188250,0.5213112160563469,666,188248,297.97
688,22.046127480000006,0.00063,0.1,282,188663,0.46174008399248123,667,188660,279.88
692,19.294644260000005,0.00063,0.1,282,189068,1.2681215703487396,669,189064,271.33
696,17.12412392,0.00063,0.1,282,189541,1.9621826335787773,670,189540,252.82
700,15.685403480000002,0.00063,0.1,282,190818,1.1309266835451126,675,190816,247.33
704,11.811946880000004,0.00063,0.1,282,191284,2.176135927438736,676,191280,233.83
708,16.06139761,0.00063,0.1,282,195284,0.8331246450543404,690,195280,260.46
712,16.67707748,0.00063,0.1,282,196807,0.98226298391819,695,196804,263.5
716,15.081328,0.00063,0.1,283,198594,0.8461816608905792,701,198592,252.33
720,13.8289284,0.00063,0.1,283,199375,1.392090454697609,704,199372,239.76
724,7.784143750000002,0.00063,0.1,283,201820,0.9359434992074966,712,201816,252.01
728,8.02762934,0.00063,0.1,283,205820,0.9472515136003494,727,205816,278.72
732,5.2632434199999985,0.00063,0.1,282,207820,0.8781856968998909,734,207816,270.52
736,8.92452502,0.00063,0.1,283,210405,0.8224243670701981,743,210404,281.65
740,14.042579969999998,0.00063,0.1,283,212936,0.7282768934965134,751,212932,302.53
744,21.90511153,0.00063,0.1,283,215408,1.1375648528337479,760,215404,313.09
748,13.284824459999998,0.00063,0.1,283,216964,0.7371184155344963,765,216960,325.13
752,19.84704761,0.00063,0.1,283,219648,0.9913996309041977,774,219644,347.65
756,28.772807710000006,0.00063,0.1,283,222864,1.2361502349376678,786,222860,375.61
760,35.45516617,0.00063,0.1,283,225149,1.0129862278699875,793,225148,394.64
764,44.300262090000004,0.00063,0.1,283,227243,0.9690847247838974,800,227240,411.75
768,46.6063135,0.00063,0.1,283,230334,0.8878534138202667,811,230332,438.41
772,51.04840494999999,0.00063,0.1,284,232925,0.5256910100579262,820,232924,460.19
776,57.79050391,0.00063,0.1,283,236040,1.1374971568584442,831,236036,487.55
780,62.776563509999995,0.00063,0.1,283,238210,0.75262850522995,839,238208,504.25
784,67.73124557,0.00063,0.1,283,240385,0.6736487075686455,847,240384,521.35
788,71.22203269999999,0.00063,0.1,283,243032,0.44843288511037827,856,243028,543.69
792,76.10842595999999,0.00063,0.1,283,245481,0.7402513474225998,864,245480,564.13
796,82.90623732999998,0.00063,0.1,283,247639,0.5000890865921974,872,247636,580.98
800,84.60230829999999,0.00063,0.1,284,250788,0.4154694974422455,882,250784,599.7
804,90.01717484000001,0.00063,0.1,284,252823,0.4043089523911476,889,252820,615.39
808,86.60108093999999,0.00063,0.1,284,255130,0.5492258593440056,897,255128,598.46
812,89.29460104999998,0.00063,0.1,284,257530,0.7576375380158424,905,257528,607.23
816,83.8253651,0.00063,0.1,284,259040,1.0694595202803612,910,259036,604.46
820,87.04649633000001,0.00063,0.1,284,262923,0.5369290560483932,923,262920,635.48
824,94.35923636,0.00063,0.1,284,266454,0.6115282475948334,935,266452,646.34
828,97.61291266,0.00063,0.1,284,269612,0.8662015795707703,946,269608,637.92
832,101.29827464,0.00063,0.1,285,272857,0.544675424695015,957,272856,650.37
836,99.14573716000001,0.00063,0.1,285,275099,0.3140304833650589,964,275096,646.94
840,94.65515788,0.00063,0.1,285,276408,0.6943288967013359,969,276404,634.72
844,88.29082405,0.00063,0.1,285,277728,0.3661213740706444,973,277724,623.2
848,102.39550272000002,0.00063,0.1,285,279214,0.8025676310062408,978,279212,622.5
852,97.15927966000001,0.00063,0.1,285,279853,0.8449136167764664,980,279852,602.05
856,88.895983,0.00063,0.1,285,280300,0.4864365831017494,982,280296,574.36
860,85.97019738,0.00063,0.1,285,282620,0.6938994377851486,990,282616,574.71
864,80.69420545999999,0.00063,0.1,285,284922,0.47528405487537384,997,284920,576.79
868,82.5172748,0.00063,0.1,285,286244,0.6640715152025223,1002,286240,559.1
872,82.84981723000001,0.00063,0.1,285,288043,0.8403335958719254,1008,288040,551.18
876,78.37645896999999,0.00063,0.1,285,288559,1.1995049864053726,1010,288556,525.19
880,74.89923283,0.00063,0.1,285,290186,1.277987763285637,1015,290184,519.76
884,71.8129802,0.00063,0.1,285,290846,0.4505343958735466,1017,290844,504.61
888,68.20150234,0.00063,0.1,285,291511,0.6483381316065788,1020,291508,484.79
892,64.80459091000002,0.00063,0.1,285,292751,0.8497282266616821,1024,292748,472.7
896,60.09070177,0.00063,0.1,285,295292,0.7523224130272865,1032,295288,476.53
900,56.70714359000001,0.00063,0.1,285,295715,0.8617002740502357,1034,295712,449.27
904,54.22261087,0.00063,0.1,285,296829,0.6745782867074013,1038,296828,440.06
908,51.415223989999994,0.00063,0.1,285,297289,0.6388763636350632,1039,297288,421.59
912,43.96548833000001,0.00063,0.1,285,298710,0.6099187284708023,1044,298708,411.8
916,42.71076926,0.00063,0.1,286,299281,0.757225576788187,1046,299280,402.41
920,38.961570550000005,0.00063,0.1,286,301474,0.7788741067051888,1053,301472,385.51
924,31.992383820000004,0.00063,0.1,286,303925,0.8949350267648697,1062,303924,374.71
928,28.056194259999998,0.00063,0.1,286,305731,0.8314905315637589,1068,305728,361.19
932,29.594459469999997,0.00063,0.1,286,308573,1.1644055023789406,1077,308572,357.16
936,27.76745853,0.00063,0.1,286,311031,0.4339389503002167,1086,311028,359.32
940,34.48654569,0.00063,0.1,286,313780,0.8898170441389084,1095,313776,373.72
944,37.71658602,0.00063,0.1,286,317780,0.6186209991574287,1108,317776,400.52
948,38.375560639999996,0.00063,0.1,286,320759,0.6323876678943634,1118,320756,415.45
952,46.413722639999996,0.00063,0.1,286,322950,0.7174845933914185,1126,322948,430.97
956,51.26404329000001,0.00063,0.1,286,326067,1.3575829565525055,1136,326064,457.67
960,51.663671359999995,0.00063,0.1,286,327683,0.5391473844647408,1142,327680,450.63
964,55.79531312,0.00063,0.1,286,329973,0.5268258824944496,1149,329972,450.51
968,53.01200049000001,0.00063,0.1,287,331301,0.6076778843998909,1154,331300,450.57
972,54.80584384000001,0.00063,0.1,287,333709,1.0139944776892662,1162,333708,456.66
976,58.48302959999999,0.00063,0.1,287,336734,0.45650410652160645,1172,336732,481.75
980,65.03622988000001,0.00063,0.1,287,339600,0.6009577810764313,1182,339596,494.14
984,66.42535963999998,0.00063,0.1,287,342127,0.46444234251976013,1190,342124,512.81
988,75.56987407999999,0.00063,0.1,287,345495,0.6394377127289772,1202,345492,539.84
992,80.6876827,0.00063,0.1,287,348114,0.37373393028974533,1210,348112,553.63
996,88.3714614,0.00063,0.1,287,351368,0.5345325171947479,1221,351364,560.76
1000,88.56573531999999,0.00063,0.1,287,352739,0.5629383288323879,1226,352736,570.24
1004,88.36349111999999,0.00063,0.1,287,353860,0.27533356100320816,1230,353856,570.31
1008,91.98604895000003,0.00063,0.1,287,356769,0.34776700660586357,1239,356768,594.8
1012,99.56521778,0.00063,0.1,287,360166,0.6072984933853149,1251,360164,614.56
1016,105.53976096999999,0.00063,0.1,287,363144,0.46529610455036163,1261,363140,638.63
1020,105.65485155,0.00063,0.1,287,365387,0.38927052915096283,1268,365384,639.13
1024,111.49599929,0.00063,0.1,288,368420,1.0866040736436844,1278,368416,644.95
1028,114.31675673,0.00063,0.1,288,372164,0.45741528645157814,1291,372160,664.33
1032,111.52687207000001,0.00063,0.1,288,374860,0.6984125226736069,1300,374856,662.87
1036,119.03181764000001,0.00063,0.1,288,377786,0.471054844558239,1310,377784,667.55
1040,112.01150425000002,0.00063,0.1,288,378897,0.5995282754302025,1314,378896,651.17
1044,106.67353303,0.00063,0.1,288,381673,0.8696623221039772,1323,381672,638.93
1048,111.23462215999996,0.00063,0.1,288,383946,0.5026534423232079,1331,383944,631.87
1052,104.07492586000001,0.00063,0.1,288,385919,0.37956685200333595,1337,385916,629.69
1056,101.39130784999999,0.00063,0.1,288,388198,0.3408377543091774,1345,388196,621.31
1060,104.21247067,0.00063,0.1,288,391685,0.5336072370409966,1356,391684,640.02
1064,101.34404965,0.00063,0.1,288,394120,0.2941003367304802,1365,394116,641.47
1068,102.365598,0.00063,0.1,288,395596,0.430435486137867,1370,395592,642.95
1072,106.75435518000002,0.00063,0.1,288,397938,0.7939557880163193,1378,397936,642.29
1076,106.75448662999999,0.00063,0.1,288,398683,0.35549337789416313,1381,398680,619.49
